5-Jan-12;0,037081801
6-Jan-12;0,011404437
7-Jan-12;-0,026020036
8-Jan-12;-0,025250911
9-Jan-12;-0,010142876
12-Jan-12;-0,029418669
13-Jan-12;-0,006275279
14-Jan-12;-0,01127964
15-Jan-12;-0,030457348
16-Jan-12;0,014191961
19-Jan-12;-0,005237705
20-Jan-12;-0,031339351
21-Jan-12;-0,006619915
22-Jan-12;-0,004195424
23-Jan-12;-0,010500515
26-Jan-12;0,013415591
27-Jan-12;0,008247847
28-Jan-12;0,028735334
29-Jan-12;0,000531306
30-Jan-12;0,002915301
2-Feb-12;-0,024818801
3-Feb-12;0,016534292
4-Feb-12;0,019715266
5-Feb-12;0,002694257
6-Feb-12;0,042039548
9-Feb-12;0,010264012
10-Feb-12;-0,002780824
11-Feb-12;-0,010303796
12-Feb-12;-0,019204572
13-Feb-12;0,023093777
16-Feb-12;-0,008905573
17-Feb-12;-0,049819602
18-Feb-12;-0,004344939
19-Feb-12;0,008793847
20-Feb-12;-0,035482775
23-Feb-12;0,012581231
24-Feb-12;-0,015445446
25-Feb-12;0,007929173
26-Feb-12;-0,003030513
27-Feb-12;-0,00799517
2-Mar-12;-0,045974347
3-Mar-12;0,001677399
4-Mar-12;0,039404958
5-Mar-12;-0,011273389
6-Mar-12;-0,002726941
9-Mar-12;-0,007225873
10-Mar-12;0,03238294
11-Mar-12;0,016660436
12-Mar-12;0,007045318
13-Mar-12;0,024296009
16-Mar-12;0,013330043
17-Mar-12;0,003495298
18-Mar-12;0,007816258
19-Mar-12;0,012801456
20-Mar-12;-0,008650658
23-Mar-12;0,057358042
24-Mar-12;0,002984859
25-Mar-12;0,010802548
26-Mar-12;0,021342939
27-Mar-12;-0,008750119
30-Mar-12;-0,050133802
31-Mar-12;0,010184487
1-Apr-12;0,019941338
2-Apr-12;0,050058051
3-Apr-12;0,005604977
6-Apr-12;0,00544951
7-Apr-12;-0,007235621
8-Apr-12;-0,009751409
9-Apr-12;0,036004612
10-Apr-12;0,007001795
13-Apr-12;0,007643527
14-Apr-12;0,009638347
15-Apr-12;0,003524664
16-Apr-12;0,003170297
17-Apr-12;-0,007183699
20-Apr-12;-0,010865202
21-Apr-12;-0,009459546
22-Apr-12;-0,001256674
24-Apr-12;0,029789691
27-Apr-12;-0,024357736
28-Apr-12;-0,017191179
29-Apr-12;0,033556158
30-Apr-12;0,021378195
4-May-12;0,06214589
5-May-12;0,005246574
6-May-12;0,015258589
7-May-12;-0,003207633
8-May-12;0,013430122
11-May-12;-0,007253162
12-May-12;-0,002918523
13-May-12;-0,013875688
14-May-12;-0,014696525
15-May-12;0,010608638
18-May-12;0,035552449
20-May-12;0,030426873
21-May-12;-0,022141445
22-May-12;0,002769104
25-May-12;0,001093928
26-May-12;-0,006930949
27-May-12;0,021268883
28-May-12;0,011157762
29-May-12;0,010088976
1-Jun-12;0,038971791
2-Jun-12;-0,008619703
3-Jun-12;-0,016934715
4-Jun-12;-0,001668748
5-Jun-12;0,009353761
8-Jun-12;-0,013697991
9-Jun-12;-0,006693554
10-Jun-12;0,025510415
11-Jun-12;0,003755172
12-Jun-12;-0,002834289
15-Jun-12;-0,027442133
16-Jun-12;-0,012288502
17-Jun-12;-0,017259251
18-Jun-12;-0,012775968
19-Jun-12;0,009756464
22-Jun-12;-0,015463522
23-Jun-12;-0,019079555
24-Jun-12;0,02208901
25-Jun-12;0,017366747
26-Jun-12;0,012864833
29-Jun-12;0,003912052
30-Jun-12;-0,009011722
1-Jul-12;0,014364558
2-Jul-12;-0,00628813
3-Jul-12;0,001123296
6-Jul-12;-0,018141176
7-Jul-12;-0,003105307
8-Jul-12;-0,010328729
9-Jul-12;0,004609908
10-Jul-12;-0,004493952
13-Jul-12;-0,017421756
14-Jul-12;0,021881838
15-Jul-12;0,035665794
16-Jul-12;0,007828842
17-Jul-12;0,013367051
20-Jul-12;0,030020132
21-Jul-12;0,00198397
22-Jul-12;-0,006123151
23-Jul-12;0,021318214
24-Jul-12;0,004825791
27-Jul-12;0,012063216
28-Jul-12;0,00454392
29-Jul-12;-0,017033088
30-Jul-12;0,013000525
31-Jul-12;0,013982444
3-Aug-12;0,021006768
4-Aug-12;-0,004353226
5-Aug-12;-0,00631825
6-Aug-12;0,002111425
7-Aug-12;-0,003407916
10-Aug-12;0,005455151
11-Aug-12;-0,007951542
12-Aug-12;-0,008317091
13-Aug-12;0,01725822
14-Aug-12;-0,001854962
17-Aug-12;-0,038704133
18-Aug-12;0,003708938
19-Aug-12;-0,004355005
20-Aug-12;0,017285538
21-Aug-12;0,008856734
24-Aug-12;0,020885277
25-Aug-12;-0,00190411
26-Aug-12;-0,002598976
27-Aug-12;-0,008415754
28-Aug-12;0,00653247
31-Aug-12;-0,016682203
1-Sep-12;0,004675757
2-Sep-12;-0,010817234
3-Sep-12;0,010552311
4-Sep-12;0,012612659
7-Sep-12;0,013033575
8-Sep-12;0,018107448
9-Sep-12;-0,003569869
10-Sep-12;0,012003772
11-Sep-12;0,00468813
14-Sep-12;-0,010926757
15-Sep-12;0,010820148
16-Sep-12;0,020557228
17-Sep-12;0,007490055
18-Sep-12;0,000536123
23-Sep-12;-0,005205845
24-Sep-12;-0,01319887
25-Sep-12;-0,000770133
28-Sep-12;-0,004149174
29-Sep-12;0,011650501
30-Sep-12;-0,00096697
1-Oct-12;-0,004202961
2-Oct-12;-0,01136369
5-Oct-12;0,002589519
6-Oct-12;0,016999074
7-Oct-12;0,005584775
8-Oct-12;0,010004774
9-Oct-12;0,008029141
12-Oct-12;0,005646759
13-Oct-12;5,82E-05
14-Oct-12;0,021354615
15-Oct-12;0,002309722
16-Oct-12;-0,008059012
19-Oct-12;0,014079883
20-Oct-12;-0,004222604
21-Oct-12;-0,003246316
22-Oct-12;-0,0065151
23-Oct-12;0,005095996
26-Oct-12;0,000332392
27-Oct-12;-0,019317522
28-Oct-12;-0,033735845
30-Oct-12;-0,0078325
2-Nov-12;-0,001996485
3-Nov-12;-0,009558959
4-Nov-12;0,024125737
5-Nov-12;0,003072654
6-Nov-12;0,005368913
9-Nov-12;0,023191992
10-Nov-12;0,005734343
11-Nov-12;0,010372159
12-Nov-12;-0,013886399
13-Nov-12;0,003791672
16-Nov-12;0,020400822
17-Nov-12;0,001192668
18-Nov-12;-0,00231965
19-Nov-12;-0,007082287
20-Nov-12;-0,004051831
23-Nov-12;0,010380442
24-Nov-12;-0,005676301
25-Nov-12;0,005475122
1-Dec-12;-0,005740326
2-Dec-12;0,007781194
3-Dec-12;0,003930768
4-Dec-12;-9,70E-05
7-Dec-12;0,000524078
8-Dec-12;-0,007809003
9-Dec-12;-0,005822109
10-Dec-12;0,00414876
11-Dec-12;0,007181652
14-Dec-12;0,005622734
15-Dec-12;-0,004195005
16-Dec-12;-0,002267412
17-Dec-12;-0,012486647
18-Dec-12;-0,004782991
21-Dec-12;-0,004902206
22-Dec-12;0,012008129
